Name,Nearest EDA System,Distance
Col 285 Sector IM-W a31-1,Trumuye,4.221758186762951
Col 285 Sector IM-W a31-2,Trumuye,4.296846590815176
Col 285 Sector IR-W a31-0,Wuy jugun,8.386477676146285
Col 285 Sector IS-U a32-1,Herci,5.281989593183614
Col 285 Sector IS-U a32-2,Ninhursag,6.0507295531200205
Col 285 Sector IS-U a32-3,Herci,5.392504201435544
Col 285 Sector IS-U a32-4,Ninhursag,4.13233249811774
Col 285 Sector JM-W a31-0,LTT 2684,3.3774585952310354
Col 285 Sector JM-W a31-1,Arun,4.349703653698721
Col 285 Sector JM-W a31-2,Arun,2.5884735487348522
Col 285 Sector JM-W a31-3,LTT 2684,5.519673620332999
Col 285 Sector JM-W a31-4,LTT 2684,6.217493591673416
Col 285 Sector JM-W a31-5,LTT 2684,5.875498649050989
Col 285 Sector JS-U a32-0,Herci,3.823626183023126
Col 285 Sector JX-U a32-0,Arannos,8.456517918889547
Col 285 Sector JX-U a32-3,Dyr,7.3801623881185705
Col 285 Sector KH-L c8-11,RMK 6,9.884538510345337
Col 285 Sector KH-L c8-15,9 G. Carinae,4.903462583980835
Col 285 Sector KH-L c8-17,Arun,7.497786131585777
Col 285 Sector KH-L c8-18,Tabalban,6.440609079310745
Col 285 Sector KM-W a31-0,Wuy jugun,2.6061450818210408
Col 285 Sector KM-W a31-2,Wuy jugun,3.1184305948665907
Col 285 Sector KM-W a31-3,Wuy jugun,3.771552647783138
Col 285 Sector KM-W a31-4,Wuy jugun,5.141076158014001
Col 285 Sector KM-W a31-6,Wuy jugun,2.67712386480342
Col 285 Sector KS-U a32-0,LPM 229,1.5885331283923543
Col 285 Sector KS-U a32-1,LPM 229,3.386121721453616
Col 285 Sector KS-U a32-2,Gyvata Indi,5.162685378027602
Col 285 Sector KS-U a32-3,LPM 229,5.149616945705768
Col 285 Sector KX-U a32-0,Arannos,8.250828556878394
Col 285 Sector KX-U a32-1,Arannos,4.655410998236353
Col 285 Sector KX-U a32-2,Arannos,8.412753060829731
Col 285 Sector KX-U a32-3,Arannos,7.783069566372897
Col 285 Sector LM-W a31-4,Gally Bese,8.877750454084639
Col 285 Sector LX-U a32-1,Arannos,9.890267074882255
Col 285 Sector MS-U a32-2,Trumuye,9.096917403714293
Col 285 Sector MS-U a32-3,Trumuye,9.726785263513326
Col 285 Sector NS-U a32-0,LTT 2684,4.06982512677142
Col 285 Sector NS-U a32-1,LTT 2684,8.276059694232515
Col 285 Sector NS-U a32-2,LTT 2684,9.480706147882657
Col 285 Sector NS-U a32-4,LTT 2684,8.682102639913905
Col 285 Sector ON-Y b15-5,RMK 6,6.380053144371135
Col 285 Sector OS-U a32-1,Gally Bese,9.1346802249723
Col 285 Sector OY-S a33-1,LHS 1832,4.60415488309201
Col 285 Sector PS-U a32-0,Gally Bese,5.243485541603028
Col 285 Sector PS-U a32-1,Gally Bese,6.791107466753858
Col 285 Sector PS-U a32-3,Gally Bese,6.534015562806688
Col 285 Sector PY-S a33-0,LHS 1832,6.901228377977358
Col 285 Sector QS-U a32-0,Gally Bese,8.906359648447843
Col 285 Sector QS-U a32-1,Gally Bese,9.283143746193959
Col 285 Sector QS-U a32-2,Gally Bese,9.431599976939225
Col 285 Sector QY-S a33-0,Groanomana,9.197539157975898
Col 285 Sector QY-S a33-1,Groanomana,8.86101450879074
Col 285 Sector QY-S a33-2,Groanomana,8.678390007656951
Col 285 Sector RD-Y b15-4,Luchu,5.552132191780019
Col 285 Sector RY-S a33-1,Groanomana,9.208362792185156
Col 285 Sector RY-S a33-2,Groanomana,8.211914933497546
Col 285 Sector RY-S a33-3,Groanomana,7.405920351313536
Col 285 Sector RY-S a33-4,Groanomana,7.190013147588814
Col 285 Sector SD-Y b15-3,Arun,8.392821523480647
Col 285 Sector SD-Y b15-4,Arun,8.034289308177794
Col 285 Sector SD-Y b15-7,Tabalban,2.207276673301288
Col 285 Sector TD-Y b15-2,Kraung,5.858854143516461
Col 285 Sector TD-Y b15-3,Kraung,5.723870658260894
Col 285 Sector TD-Y b15-4,Kraung,6.358895098600071
Col 285 Sector TD-Y b15-5,Langjela,4.260327525554813
Col 285 Sector TD-Y b15-7,Tabalban,3.8861985361661593
Col 285 Sector UT-R d4-68,Kraung,7.446423218566078
Col 285 Sector UT-R d4-69,Mors,7.077900796669871
Col 285 Sector UT-R d4-70,Arun,7.309628175393055
Col 285 Sector VJ-W b16-0,Luchu,3.9612379693727062
Col 285 Sector WJ-W b16-2,Groanomana,3.0551570131500605
Col 285 Sector WJ-W b16-6,Naualam,9.173298973788002
Col 285 Sector WJ-W b16-7,Arun,7.348668565631464
Col 285 Sector WJ-W b16-8,Groanomana,7.021799204085802
Col 285 Sector XJ-W b16-1,Gally Bese,7.201616571992708
Col 285 Sector XJ-W b16-10,Gally Bese,9.750951476009918
Col 285 Sector XJ-W b16-2,Naualam,9.58198586541433
Col 285 Sector XJ-W b16-3,Naualam,8.232106542374193
Col 285 Sector XJ-W b16-9,Gally Bese,9.601533894383751
Col 285 Sector ZE-A a30-1,HIP 35096,9.313863155264844
Col 285 Sector ZE-W b16-1,Bikokujungu,9.09251495049637
Crucis Sector BQ-P a5-1,Velabri,9.64334696176592
Crucis Sector DL-Y c23,Maka,3.784863975428972
Crucis Sector DL-Y c26,Maka,8.209238793122053
Crucis Sector FG-Y c15,Velabri,4.90943368042588
Crucis Sector FG-Y c17,HR 2283,6.705947104063676
Crucis Sector FG-Y c18,HR 2283,5.217720706879585
Crucis Sector HW-W b1-6,Maka,2.505852524591182
Crucis Sector HW-W b1-7,Maka,5.495026160083317
Crucis Sector IW-W b1-0,LP 98-62,8.293563957973676
Crucis Sector IW-W b1-2,LP 98-62,8.597839935850168
Crucis Sector IW-W b1-4,LP 98-62,8.40874730563358
Crucis Sector IW-W b1-6,LP 98-62,8.47848840448579
Crucis Sector LW-W a1-1,Dyr,9.050045321019116
Crucis Sector LW-W a1-2,Arannos,9.659182402641541
Crucis Sector MC-V a2-0,Bhada,4.52434819200512
Crucis Sector MC-V a2-2,Bhada,5.672111737483668
Crucis Sector NC-V a2-0,Bhada,3.489381213051965
Crucis Sector NC-V a2-1,Bhada,3.6599874060575672
Crucis Sector NC-V a2-2,LHS 1852,4.674878842012913
Crucis Sector NC-V a2-3,LHS 1852,3.395338026250111
Crucis Sector OC-V a2-0,Gyvata Indi,5.181283926306297
Crucis Sector OC-V a2-1,Briganu,8.508841908567817
Crucis Sector OC-V a2-2,Gyvata Indi,8.80224358828475
Crucis Sector PC-V a2-0,Briganu,7.612566707425295
Crucis Sector PC-V a2-2,Arannos,8.484245510061575
Crucis Sector PX-U a2-0,Bhada,4.386257836983594
Crucis Sector PX-U a2-1,LHS 1852,2.9991860875077423
Crucis Sector PX-U a2-2,LHS 1852,4.2814780961135375
Crucis Sector QC-V a2-5,Arannos,8.694803584613053
Crucis Sector QX-U a2-3,Gyvata Indi,2.302554627473581
Crucis Sector RI-T a3-0,LHS 1852,4.0605764676951965
Crucis Sector RI-T a3-1,LHS 1852,6.245154371590826
Crucis Sector RI-T a3-2,LHS 1852,6.36465152718513
Crucis Sector RX-U a2-3,Briganu,7.404139994793454
Crucis Sector SD-T a3-4,Gcirithang,6.676977703272642
Crucis Sector SD-T a3-5,Gcirithang,7.576562338884305
Crucis Sector TD-T a3-0,Velabri,6.5349869691912925
Crucis Sector TD-T a3-1,Velabri,6.247343185306855
Crucis Sector TD-T a3-3,Velabri,7.75440902809492
Crucis Sector TD-T a3-4,Velabri,7.034096645980918
Crucis Sector TI-T a3-0,Briganu,2.9844977069014478
Crucis Sector TI-T a3-2,Briganu,3.1239060585267286
Crucis Sector UD-T a3-0,Raurugba,6.922351140508549
Crucis Sector UD-T a3-2,Gyvata Indi,9.228543526743534
Crucis Sector UD-T a3-3,Gyvata Indi,8.964448010056168
Crucis Sector UD-T a3-4,Raurugba,7.106610039252189
Crucis Sector UI-T a3-0,Briganu,9.392119785357297
Crucis Sector UI-T a3-1,LP 98-62,9.18930679512878
Crucis Sector UI-T a3-2,LP 98-62,9.560968014537021
Crucis Sector UI-T a3-3,LP 98-62,8.475262717166943
Crucis Sector UO-R a4-1,Gcirithang,9.727688815309627
Crucis Sector VD-T a3-1,Briganu,5.362904267978313
Crucis Sector VD-T a3-2,Briganu,5.667719724457094
Crucis Sector VO-R a4-0,Gcirithang,2.9759780430137583
Crucis Sector WJ-R a4-0,Velabri,6.830037632583001
Crucis Sector WJ-R a4-3,Velabri,9.785492290886545
Crucis Sector WO-R a4-5,Maka,9.493933095666938
Crucis Sector XJ-R a4-0,Velabri,7.885038244992855
Crucis Sector XJ-R a4-1,Velabri,9.06605533708018
Crucis Sector XJ-R a4-3,Velabri,4.073782410119618
Crucis Sector XO-R a4-3,LP 98-62,9.71774512489909
Crucis Sector XO-R a4-4,LP 98-62,6.991973634997489
Crucis Sector XO-R a4-5,Maka,7.702665427467299
Crucis Sector YJ-R a4-0,Raurugba,5.79643276615023
Crucis Sector YJ-R a4-1,Raurugba,8.205966769674369
Crucis Sector YJ-R a4-2,Raurugba,6.380741899458087
Crucis Sector YO-R a4-0,LP 98-62,7.718307173532289
Crucis Sector YO-R a4-1,LP 98-62,9.209211166679804
Crucis Sector YO-R a4-3,LP 98-62,6.612163271199525
Crucis Sector YO-R a4-4,LP 98-62,7.971323113981769
Crucis Sector ZJ-R a4-1,HR 2283,9.085531079689288
Gliese 9209,Naualam,9.427923535301927
HIP 22562,Lutni,6.378522311241061
HIP 31692,Lu Bei,4.781760593651673
HIP 33324,Wuy jugun,7.487880833386707
HIP 33495,Wuy jugun,3.7693511129238146
Hotas,CPD-59 314,7.474174285498031
HR 1504,HR 1597,3.432667057114628
HR 2354,Phra Zhons,6.464294963489832
HR 2548,LTT 2581,8.607091915972548
HR 2562,Groanomana,8.645695280022307
Hyades Sector KZ-K a23-2,Triton,9.983971529406523
Hyades Sector LZ-K a23-0,Triton,5.298234523169015
Hyades Sector LZ-K a23-1,Triton,7.1283572134468685
Hyades Sector MZ-K a23-2,Bok,9.658525217392146
Hyades Sector MZ-K a23-3,Bok,7.193815160434691
Hyades Sector PF-J a24-1,Lethe,4.099947598750501
Hyades Sector PF-J a24-2,Lethe,1.9392633105125254
Hyades Sector QF-J a24-0,Bok,6.975053203202109
Hyades Sector QF-J a24-1,Gullapites,7.165114596955167
Hyades Sector QF-J a24-2,Bok,6.107436553088374
Hyades Sector QF-J a24-3,Bok,4.949254205180817
Hyades Sector RL-H a25-0,Ninhursag,9.602398382044978
Hyades Sector TE-G b11-0,Coni,6.7274652776881725
Hyades Sector TE-G b11-5,Gullapites,8.821748250063589
Hyades Sector TL-H a25-0,Lethe,4.482932041365339
Hyades Sector UE-G b11-3,Coni,7.840325447645652
Hyades Sector WK-E b12-3,Eta-1 Pictoris,6.256949261621034
Hyades Sector WK-E b12-4,Eta-1 Pictoris,3.2752922102462856
Hyades Sector WK-E b12-5,Gullapites,5.496625385179528
ICZ AA-Z c9,Naunei,5.522150000226361
ICZ AV-X b1-1,San Davokje,6.74775715052787
ICZ AV-X b1-2,Ac Yariu,4.920758802004016
ICZ AV-X b1-4,Dievat,6.072961334884325
ICZ AV-X b1-5,Dievat,6.148233994408476
ICZ AV-X b1-6,Ac Yariu,4.266626484999595
ICZ BV-X b1-2,LHS 199,8.856163990408037
ICZ BV-X b1-3,Naunei,8.306741426395792
ICZ BV-X b1-5,Naunei,8.009393898729167
ICZ BV-X b1-6,Marya Wang,9.001085004042569
ICZ BV-Y c26,Dievat,7.731644088581677
ICZ BV-Y c28,Lutni,6.954301164567148
ICZ CG-W b2-1,Albangait,6.026390529371624
ICZ CQ-Y d76,Naualam,7.934423616432387
ICZ CQ-Y d97,HIP 26067,5.54641283285873
ICZ CV-Y c22,Marya Wang,7.005996315657039
ICZ CV-Y c24,Bhajaja,4.655515881725676
ICZ CV-Y c9,Bhajaja,5.598897770990287
ICZ DG-W b2-2,Albangait,4.838505225015263
ICZ EB-W b2-6,Albangait,6.628021127191735
ICZ GB-W b2-5,Lu Bei,9.913394505667572
ICZ GB-X c1-26,Lu Bei,7.524634023492438
ICZ SI-B b0,Amemets,6.177390731530587
ICZ VT-Z b0,Zeta Pictoris,4.710464580325384
ICZ VT-Z b2,Kanates,6.197356417255667
ICZ WO-Z b3,Zeta Pictoris,3.4656517695088755
ICZ WO-Z b4,Kokobii,4.506180651338781
ICZ WO-Z b8,Lutni,5.971694299987233
ICZ XO-Z b2,HIP 26067,7.0915470147563715
ICZ XO-Z b3,HIP 26067,7.3912030693588715
ICZ XO-Z b5,Kanates,3.2424792790394203
ICZ XO-Z b6,HIP 26067,6.430897706580319
ICZ XZ-X b1-4,Sanka,9.01274054810744
ICZ YJ-Z b0,Dievat,4.248506171291269
ICZ YJ-Z b2,Lutni,8.793085884659606
ICZ YJ-Z b3,Lutni,9.61134380237748
ICZ YJ-Z b6,Dievat,9.293920223726907
ICZ YO-Z b2,Langjela,9.77930292122092
ICZ ZU-X b1-5,Calhuacan,4.858344947098755
LHS 1751,Ninhursag,4.0931535825082355
LHS 1815,Verner,7.361016934670101
LHS 1904,Gyvata Indi,2.7343303567784196
LHS 1909,Gcirithang,5.44665178114041
LHS 1978,Gcirithang,7.25033673786949
LHS 210,LHS 1852,8.972941093922326
LTT 2361,Mors,6.422768338107797
LTT 2450,Triton,7.833783508784245
LTT 2952,Arannos,8.469672458985649
Peela,Lethe,1.6889461396089576
Proteus,LTT 2581,9.54563463709983
Puppis Sector BF-R a4-0,Bok,9.662518192091541
Puppis Sector BQ-P a5-2,LTT 2581,3.197899701366508
Puppis Sector CQ-P a5-0,LTT 2581,7.082935037821539
Puppis Sector CQ-P a5-2,LTT 2581,4.937697780848884
Puppis Sector DL-P a5-0,Lethe,5.5643430935286515
Puppis Sector DL-P a5-1,Lethe,6.990926038444406
Puppis Sector DL-P a5-2,Lethe,5.947770722085712
Puppis Sector DL-P a5-3,Triton,8.550973080591472
Puppis Sector DQ-P a5-1,LTT 2581,9.772110346542348
Puppis Sector EL-P a5-0,Triton,7.312833859900005
Puppis Sector EQ-P a5-1,Matio,8.611969323273279
Puppis Sector FW-N a6-3,LTT 2581,8.948529034148573
Puppis Sector GW-N a6-0,LTT 2581,9.567808983774707
Puppis Sector GW-N a6-1,LTT 2581,9.268193678516866
Puppis Sector GW-N a6-5,LTT 2581,9.838143244535525
Puppis Sector HR-N a6-0,Lethe,8.688062032179559
Puppis Sector HR-N a6-2,Ninhursag,7.574757628135702
Puppis Sector JC-M a7-2,Bhada,9.746543858594183
Puppis Sector LC-M a7-2,Dyr,8.931652370222432
Puppis Sector LX-L a7-0,Herci,8.33086552001051
Puppis Sector NI-K a8-1,Bhada,6.149504553214023
Puppis Sector OX-U b2-0,Matio,8.101528598048642
Puppis Sector OX-U b2-1,Matio,9.438017369924681
Puppis Sector OX-U b2-2,Matio,4.576284826417604
Puppis Sector OX-U b2-4,Matio,8.478430813688345
Puppis Sector OX-U b2-7,Matio,9.443758272663484
Puppis Sector SD-T b3-7,Dyr,6.287854115276531
Puppis Sector YJ-R a4-2,LTT 2581,8.636315041729313
Puppis Sector ZE-R a4-0,Triton,9.389780016060014
Puppis Sector ZE-R a4-3,Triton,6.952194460204634
Repun Kami,Lethe,7.029305286619724
Seer,CPD-59 314,2.947125188213083
Shui Wei Sector BM-S a5-4,CD-62 234,1.845867428202795
Shui Wei Sector BQ-Y d93,Raurugba,9.70351498813703
Shui Wei Sector CB-W b2-2,Herci,6.600337349332987
Shui Wei Sector CB-W b2-5,Sanka,8.405378672314532
Shui Wei Sector DB-W b2-3,Rureri,2.205727629377662
Shui Wei Sector DB-W b2-5,HR 2283,8.519394234627248
Shui Wei Sector DS-Q a6-0,Bhada,7.663453244132178
Shui Wei Sector EB-W b2-0,Groanomana,8.610721877403776
Shui Wei Sector EW-V b2-2,Sanka,9.056140009684038
Shui Wei Sector FS-Q a6-0,LHS 1832,3.755854804501899
Shui Wei Sector GH-U b3-0,Velabri,9.679482569461035
Shui Wei Sector GH-U b3-7,Velabri,9.184789140883964
Shui Wei Sector GS-Q a6-1,LHS 1832,4.87069120479835
Shui Wei Sector GS-Q a6-2,Phra Zhons,4.874399001415457
Shui Wei Sector HH-U b3-6,HR 2283,6.850382060513121
Shui Wei Sector IH-U b3-6,Lu Bei,7.952311476074111
Shui Wei Sector JH-U b3-0,Lu Bei,9.592121197237866
Shui Wei Sector JH-U b3-4,Lu Bei,5.571621734288859
Shui Wei Sector JH-U b3-5,Lu Bei,7.114987482420472
Shui Wei Sector JY-O a7-1,Raurugba,9.23097706096164
Shui Wei Sector KY-O a7-3,HR 2283,5.447368917651897
Shui Wei Sector VO-Z b4,Gullapites,9.011873677959539
Shui Wei Sector YU-X b1-2,Shambogi,7.317906655082449
Shui Wei Sector YU-X b1-6,Gullapites,8.798193173885192
Shui Wei Sector ZU-X b1-1,Hrunapori,2.5689704893205763
SHY 35,Bhada,9.420618179026258
